case_year	case_status	emp_name	emp_city	emp_state	emp_zip	emp_country	job_title	soc_code	soc_name	full_time_position	prevailing_wage	pw_unit	pw_level	wage_from	wage_to	wage_unit	work_city	work_state	emp_h1b_dependent	emp_willful_violator	lat	lng	processing_time
2017	C	VENNSYS LLC	MIDDLETON	WI	53562		PROGRAMMER ANALYST	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	72093	Y		72093	0	Y	MADISON	WI	Y	N	43.07305	-89.40123	6
2015	C	PHARMACEUTICAL RESEARCH ASSOCIATES, INC.	RALEIGH	NC	27612	USA	CLINICAL PROGRAMMER 2	15-2041	STATISTICIANS	Y	87194	Y	Level II	87194	93000	Y	RALEIGH	NC	N	N	35.772095	-78.63861	4
2014	C	TRIANZ CONSULTING INC.	HERNDON	VA	20171		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	49878	Y		70000		Y	DOVER	NH			43.19786	-70.87367	6
2011	C	TATA CONSULTANCY SERVICES LIMITED	ROCKVILLE	MD	20850		SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER	15-1799	COMPUTER OCCUPATIONS, ALL OTHER*	Y	59363	Y		66400		Y	JERSEY CITY	NJ			40.728157	-74.077644	4
2017	C	HAUTICO, INC.	UNION CITY	CA	94587	USA	COMPUTER PROGRAMMER	15-1131	COMPUTER PROGRAMMERS	Y	26.52	H	Level I	26.52	0	H	UNION CITY	CA	N	N	37.595833	-122.019165	6
2015	C	VST CONSULTING INC	ISELIN	NJ	8830	USA	SOFTWARE QA ANALYST	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	53102	Y	Level II	60000		Y	JOHNSTON	IA	Y	N	41.673042	-93.69772	4
2016	C	ALLERGAN SALES, LLC	IRVINE	CA	92612	USA	SR. BUSINESS INTELLIGENCE ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS		104520	Y		107079.89	0	Y	IRVINE	CA	N	N	33.669464	-117.82311	4
2012	C	THE PHELPS GROUP	SANTA MONICA	CA	90401		MOTION DESIGN SPECIALIST	27-1024	GRAPHIC DESIGNERS	Y	44533	Y		55000		Y	SANTA MONICA	CA			34.019455	-118.49119	6
2014	C	QUALCOMM TECHNOLOGIES, INC.	SAN DIEGO	CA	92121		SENIOR TECHNICAL WRITER	27-3042	TECHNICAL WRITERS	Y	70600	Y		70600	106000	Y	SAN DIEGO	CA			32.71533	-117.15726	6
2014	C	INSTITUTE OF ELECTRICAL AND ELECTRONICS ENGINEERS,	PISCATAWAY	NJ	8854		SENIOR DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	93018	Y		102500		Y	PISCATAWAY	NJ			40.49927	-74.39904	6
2014	C	THE UNIVERSITY OF KANSAS MEDICAL CENTER	KANSAS CITY	KS	66160		ASSISTANT PROFESSOR	25-1071	HEALTH SPECIALTIES TEACHERS, POSTSECONDARY	Y	91610	Y		160000		Y	KANSAS CITY	KS			39.11417	-94.62746	6
2012	C	ATYPON SYSTEMS, INC.	SANTA CLARA	CA	95054		DIRECTOR OF PRODUCT MANAGEMENT	15281	ARCHITECTURAL AND ENGINEERING MANAGERS	Y	141898	Y		150000		Y	SANTA CLARA	CA			37.354107	-121.95524	6
2014	C	NATHAN ASSOCIATES INC.	ARLINGTON	VA	22201		SENIOR ECONOMIST	19-3011	ECONOMISTS	Y	134576	Y		140000		Y	ARLINGTON	VA			38.89039	-77.084145	8
2015	C	L&T TECHNOLOGY SERVICES, LTD.	EDISON	NJ	8817	USA	SYSTEM TEST ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	51147	Y	Level I	55260		Y	MILWAUKEE	WI	Y	N	43.038902	-87.90647	6
2017	D	SAN MARCOS BAPTIST ACADEMY	SAN MARCOS	TX	78666	USA	ESL TEACHER	25-2031	SECONDARY SCHOOL TEACHERS, EXCEPT SPECIAL AND	Y	29757	Y	Level I	35000	0	Y	SAN MARCOS	TX	N	N	29.883274	-97.94139	2
2017	C	WHIRLPOOL CORPORATION	BENTON HARBOR	MI	49022	USA	GIS LEAD ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	89648	Y	Level IV	94000	0	Y	BENTON HARBOR	MI	N	N	42.116707	-86.45419	6
2014	C	GLEN BRIDGE NURSING AND REHABILITATION CENTER	NILES	IL	60714		OCCUPATIONAL THERAPIST	29-1122	OCCUPATIONAL THERAPISTS	Y	35	H		35		H	NILES	IL			42.01892	-87.80284	6
2016	C	IOASIZ INC	PISCATAWAY	NJ	8854	USA	PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS		59550	Y		64800	0	Y	DENVER	CO	Y	N	39.739155	-104.9847	6
2013	C	REGENCY TECHNOLOGIES, INC.	PLANO	TX	75023		SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	99674	Y		116000		Y	BALTIMORE	MD			39.290386	-76.61219	6
2015	C	ACCENTURE LLP	CHICAGO	IL	60601	USA	COMPUTER PROGRAMMER / CONFIGURER 1	15-1131	COMPUTER PROGRAMMERS	Y	40456	Y	Level I	54300		Y	PITTSBURGH	PA	N	N	40.440624	-79.99589	5
2012	C	SAMSUNG TELECOMMUNICATIONS AMERICA, LLC	RICHARDSON	TX	75082		SENIOR SOFTWARE TEST ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	82867	Y		89000		Y	RICHARDSON	TX			32.948177	-96.72972	6
2012	C	CALHOME INC.	POMONA	CA	91767		MARKETING & BUSINESS DEVELOPMENT SPECIALIST	13-1161	MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	N	16.09	H		16.09		H	POMONA	CA			34.05529	-117.75228	7
2013	C	DELOITTE CONSULTING LLP	PHILADELPHIA	PA	19103		CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	66685	Y		99200		Y	SAN FRANCISCO	CA			37.77493	-122.41942	7
2016	C	BONSAI AI, INC.	BERKELEY	CA	94704	USA	SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE		104770	Y		125000	0	Y	BERKELEY	CA	N	N	37.871593	-122.27274	6
2017	C	GENERAL MOTORS COMPANY	DETROIT	MI	48265-3000	USA	SUPPLIER QUALITY CUSTOMER CONTACT SYSTEM ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	52478	Y	Level I	75000	0	Y	WARREN	MI	N	N	42.49982	-83.005486	4
2015	C	ABN AMRO CLEARING CHICAGO LLC	CHICAGO	IL	60604	USA	ASSISTANT VICE PRESIDENT, MARKET RISK MANAGER	15-2031	OPERATIONS RESEARCH ANALYSTS	Y	64917	Y	Level II	115000		Y	CHICAGO	IL	N	N	41.850033	-87.650055	5
2013	CW	T-MOBILE USA, INC.	BELLEVUE	WA	98006		SENIOR DEVELOPER, SOFTWARE	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	97698	Y		97698	115000	Y	ATLANTA	GA			33.748997	-84.387985	11
2011	C	RITE AID CORP.	CAMP HILL	PA	17011		PHARMACIST	29-1051	PHARMACISTS	Y	46.05	H		56.5		H	PUYALLUP	WA			47.18538	-122.2929	6
2013	W	DELL MARKETING, LP	ROUND ROCK	TX	78682		SYSTEMS INTEGRATION SENIOR ADVISOR	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	105581	Y		126875		Y	EVANSTON	IL			42.04114	-87.690056	0
2013	C	CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANB	ROSEMONT	IL	60018		CONSULTANT	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	60507	Y		75750		Y	HERNDON	VA			38.969555	-77.3861	7
2012	C	TATA CONSULTANCY SERVICES LIMITED	ROCKVILLE	MD	20850		SOFTWARE QUALITY ASSURANCE ENGINEER AND TESTER	15-1799	COMPUTER OCCUPATIONS, ALL OTHER*	Y	58906	Y		67000		Y	CHICAGO	IL			41.850033	-87.650055	6
2011	C	DOTCOM TEAM, LLC	BRAINTREE	MA	2184		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	50128	Y		60000		Y	NORTHBROOK	IL			42.127525	-87.82896	6
2011	D	GLOBALFOUNDRIES U.S. INC.	MILPITAS	CA	95035		PROCESS ENGINEER 2	17-2131.00	MATERIALS ENGINEERS	Y	72072	Y		72072	93000	Y	EAST FISHKILL	NY			41.553425	-73.795685	6
2017	C	COLUMBIA DENTAL P C	MANCHESTER	CT	6040		GENERAL DENTIST	29-1021	DENTISTS, GENERAL	Y	90002	Y		90002	0	Y	MANCHESTER	CT	N	N	41.775932	-72.52148	6
2013	C	KAIZEN TECHNOLOGIES INC.	EDISON	NJ	8820		PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	60674	Y		69742		Y	TROY	MI			42.60559	-83.14993	7
2017	C	APTION LLC	METUCHEN	NJ	8840	USA	COMPUTER PROGRAMMER	15-1131	COMPUTER PROGRAMMERS	Y	60195	Y	Level II	61000	0	Y	DRAPER	UT	Y	N	40.52467	-111.86382	6
2011	C	UNIVERSITY OF CALIFORNIA, DAVIS	DAVIS	CA	95616		ASSISTANT PROFESSOR OF CLINICAL SURGERY	25-1071.00	HEALTH SPECIALTIES TEACHERS, POSTSECONDARY	Y	76690	Y		107900		Y	SACRAMENTO	CA			38.581573	-121.4944	6
2012	C	NEWS AMERICA INCORPORATED	NEW YORK	NY	10036		TRANSFER PRICING ANALYST	13-2051	FINANCIAL ANALYSTS	Y	54891	Y		55000		Y	WILTON	CT			41.195374	-73.4379	7
2016	C	CONOCOPHILLIPS COMPANY	HOUSTON	TX	77079	USA	STAFF GEOSCIENTIST	19-4041	GEOLOGICAL AND PETROLEUM TECHNICIANS		84926	Y		149120	223680	Y	HOUSTON	TX	N	N	29.763283	-95.36327	4
2017	C	AXISCADES, INC.	PEORIA	IL	61614		DESIGN ENGINEER	17-2141	MECHANICAL ENGINEERS	Y	51085	Y		74630	0	Y	BONITA SPRINGS	FL	Y	N	26.339806	-81.778694	4
2014	C	IGATE TECHNOLOGIES INC.	FREMONT	CA	94555		TECHNICAL SPECIALIST	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	84365	Y		84400		Y	GERMANTOWN	MD			39.17316	-77.27165	7
2017	C	SYSTIME COMPUTER CORPORATION	EDISON	NJ	8837		PROJECT LEADER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	76752	Y		88334	0	Y	HOUSTON	TX	Y	N	29.763283	-95.36327	6
2014	C	TESLA MOTORS, INC.	PALO ALTO	CA	94304		MANUFACTURING ENGINEER	17-2199	ENGINEERS, ALL OTHER	Y	76898	Y		78000	90000	Y	FREMONT	CA			37.54827	-121.98857	4
2013	C	AKAMAI TECHNOLOGIES, INC.	CAMBRIDGE	MA	2142		SENIOR PERFORMANCE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	122658	Y		123000	157700	Y	CAMBRIDGE	MA			42.375095	-71.105606	6
2015	C	SYSTEM SOFT TECHNOLOGIES, LLC.	TAMPA	FL	33607	USA	SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	89669	Y	Level II	95000	110000	Y	WASHINGTON	DC	Y	N	38.89511	-77.03637	6
2013	C	DELOITTE CONSULTING LLP	PHILADELPHIA	PA	19103		CONSULTANT	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE	Y	73258	Y		85800		Y	SAN DIEGO	CA			32.71533	-117.15726	4
2012	C	INFOSYS LIMITED	PLANO	TX	75024		ARCHITECT	15-1799	COMPUTER OCCUPATIONS, ALL OTHER*	Y	99486	Y		99486	99486	Y	MELVILLE	NY			40.79343	-73.41512	7
2016	C	CAPGEMINI AMERICA INC	NEW YORK	NY	10022	USA	PROGRAMMER/DEVELOPER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE		83658	Y		83700	0	Y	SCHAUMBURG	IL	N	N	42.03336	-88.083405	4
2015	C	WEATHERFORD INTERNATIONAL, LLC	HOUSTON	TX	77056	USA	VICE PRESIDENT - GLOBAL MARKETING	Nov-21	MARKETING MANAGERS	Y	105269	Y	Level IV	325000	335000	Y	HOUSTON	TX	N	N	29.763283	-95.36327	6
2015	C	INTERACTIVE INTELLIGENCE GROUP, INC.	INDIANAPOLIS	IN	46278	USA	ASSOCIATE GRAPHICS DESIGNER	27-1024	GRAPHIC DESIGNERS	Y	32053	Y	Level I	65000	75000	Y	INDIANAPOLIS	IN	N	N	39.768375	-86.15804	4
2014	C	SYNECHRON, INC.	PISCATAWAY	NJ	8854		ASSOCIATE - SOFTWARE	15-1131	COMPUTER PROGRAMMERS	Y	52770	Y		60000		Y	PISCATAWAY	NJ			40.49927	-74.39904	6
2016	C	INFOSYS LIMITED	PLANO	TX	75024	USA	CONSULTANT - US	15-1121	COMPUTER SYSTEMS ANALYST		90355	Y		94476	0	Y	SAN FRANCISCO	CA	Y	N	37.77493	-122.41942	6
2017	C	UBER TECHNOLOGIES, INC.	SAN FRANCISCO	CA	94103	USA	MARKETING MANAGER	13-1161	MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	Y	53019	Y	Level I	55000	75000	Y	SAN FRANCISCO	CA	N	N	37.77493	-122.41942	4
2014	C	BAE SYSTEMS INFORMATION SOLUTIONS	HERNDON	VA	20171		SOFTWARE ENGINEER	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	56100	Y		57000		Y	WASHINGTON	DC			38.89511	-77.03637	6
2016	C	UBER TECHNOLOGIES, INC.	SAN FRANCISCO	CA	94103	USA	SOFTWARE ENGINEER	15-1133	SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE		102357	Y		117500	143750	Y	SAN FRANCISCO	CA	N	N	37.77493	-122.41942	6
2014	C	ARECONT VISION, LLC	GLENDALE	CA	91205		MARKETING SPECIALIST	13-1161	MARKET RESEARCH ANALYSTS AND MARKETING SPECIALISTS	Y	51480	Y		55000		Y	GLENDALE	CA			34.14251	-118.25507	4
2011	C	DIKSHA TECHNOLOGIES, LLC	MT. LAUREL	NJ	8054		PROGRAMMER ANALYST (BILLING CONSULTANT)	15-1021.00	COMPUTER PROGRAMMERS	Y	50752	Y		60000		Y	TEANECK	NJ			40.8976	-74.015976	6
2011	C	WILLIAMS-SONOMA, INC.	SAN FRANCISCO	CA	94109		PROGRAMMER ANALYST III	15-1031.00	COMPUTER SOFTWARE ENGINEERS, APPLICATIONS	Y	90480	Y		90480	123600	Y	SAN FRANCISCO	CA			37.77493	-122.41942	6
2013	C	BILLUPS & ASSOCIATES, INC.	CHICAGO	IL	60661		GRAPHIC DESIGNER	27-1024	GRAPHIC DESIGNERS	Y	33114	Y		42000		Y	CHICAGO	IL			41.850033	-87.650055	6
2014	C	MORGAN STANLEY & CO. LLC	NEW YORK	NY	10036		ASSOCIATE	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	89378	Y		91800		Y	NEW YORK	NY			40.761494	-73.98143	10
2013	C	RAVI PATEL, MD, INC.	BAKERSFIELD	CA	93309		NATUROPATHIC PHYSICIAN	29-1069	PHYSICIANS AND SURGEONS, ALL OTHER	Y	69181	Y		69181	90000	Y	BAKERSFIELD	CA			35.37329	-119.018715	6
2011	C	FEDERAL RESERVE BANK OF DALLAS	DALLAS	TX	75201		RESEARCH ECONOMIST	19-3011.00	ECONOMISTS	N	30.98	H		31		H	DALLAS	TX			32.783054	-96.80666	4
2017	C	YASH TECHNOLOGIES, INC.	EAST MOLINE	IL	61244		PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	74734	Y		75000	0	Y	ATLANTA	GA	Y	N	33.748997	-84.387985	6
2015	C	WIPRO LIMITED	EAST BRUNSWICK	NJ	8816	USA	LEAD ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	63086	Y	Level II	63086		Y	MILWAUKEE	WI	Y	N	43.038902	-87.90647	8
2011	C	AT&T SERVICES, INC.	DALLAS	TX	75202		SENIOR NETWORK SUPPORT	15-1142	NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS*	Y	71157	Y		91643		Y	BRIDGETON	MO			38.766994	-90.41151	6
2016	C	SUNRAY INFOSYS CORPORATION	PLAINSBORO	NJ	8536	USA	SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		78395	Y		78395	0	Y	MINNEAPOLIS	MN	N	N	44.979965	-93.26384	6
2017	C	COX COMMUNICATIONS	ATLANTA	GA	30328	USA	SR. APPLICATION ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	95306	Y	Level III	100000	0	Y	ATLANTA	GA	N	N	33.748997	-84.387985	4
2011	C	HUGHES NETWORK SYSTEMS LLC	GERMANTOWN	MD	20876		ENGINEER 2-PRODUCT	15-1081.00	NETWORK SYSTEMS AND DATA COMMUNICATIONS ANALYSTS	Y	60819	Y		67100		Y	GERMANTOWN	MD			39.17316	-77.27165	6
2017	C	KASTECH SOLUTIONS LLC	HOUSTON	TX	77036		PROGRAMMER ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	63274	Y		65000	0	Y	HOUSTON	TX	Y	N	29.763283	-95.36327	6
2013	C	SAP AMERICA, INC.	NEWTOWN SQUARE	PA	19073		TECHNICAL CONSULTANT III	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	85426	Y		87100		Y	IRVING	TX			32.81402	-96.94889	6
2016	C	ROHM AND HAAS ELECTRONIC MATERIALS LLC, A SUBSIDIARY OF THE DOW CHEMIC	MARLBOROUGH	MA	1752	USA	SENIOR SCIENTIST	19-2031	CHEMISTS		94411	Y		97272	145896	Y	MARLBOROUGH	MA	N	N	42.34593	-71.552284	6
2016	C	IBM INDIA PRIVATE LIMITED	DURHAM	NC	27709	USA	IT SPECIALIST	15-1131	COMPUTER PROGRAMMERS		77563	Y		82093	85319	Y	JOHNS CREEK	GA	N	N	34.028927	-84.19858	4
2012	C	MASCOMA CORPORATION	LEBANON	NH	3766		RESEARCH ASSOCIATE	19-1022	MICROBIOLOGISTS	Y	51688	Y		55000		Y	LEBANON	NH			43.642292	-72.251755	6
2017	C	FRESCODATA LLC	SAN MARCOS	CA	92078	USA	SALESFORCE ADMINISTRATOR/DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	64397	Y	Level I	64397	0	Y	SAN MARCOS	CA	N	N	33.14337	-117.166145	6
2011	C	CALIFORNIA INSTITUTE OF TECHNOLOGY	PASADENA	CA	91125		STAFF SCIENTIST	19-2042.00	GEOSCIENTISTS, EXCEPT HYDROLOGISTS AND GEOGRAPHERS	Y	77917	Y		90000		Y	PASADENA	CA			34.147785	-118.144516	6
2011	C	MCFLUSION INC.	MUNROE FALLS	OH	44262		PROJECT MANAGER, TECHNICAL SALES	11-9041.00	ENGINEERING MANAGERS	Y	100589	Y		100589		Y	MUNROE FALLS	OH			41.1445	-81.439835	6
2014	C	ACCEL INTERNATIONAL INC.	IRVING	TX	75039		SYSTEMS ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	57346	Y		57400		Y	IRVING	TX			32.81402	-96.94889	4
2015	C	UNIVERSITY OF PITTSBURGH	PITTSBURGH	PA	15260	USA	RESEARCH ASSOCIATE	19-1042	MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS	Y	43597	Y	Level I	43597		Y	PITTSBURGH	PA	N	N	40.440624	-79.99589	6
2014	C	LARSEN & TOUBRO INFOTECH LIMITED	EDISON	NJ	8817		SR. TECHNICAL CONSULTANT	15-1141	DATABASE ADMINISTRATORS	Y	62774	Y		75000	120000	Y	HOUSTON	TX			29.763283	-95.36327	4
2014	CW	FLORIDA INTERNATIONAL ACADEMY, INC.	OPA-LOCKA	FL	33054		TECHNOLOGY TEACHER	25-2022	MIDDLE SCHOOL TEACHERS, EXCEPT SPECIAL AND CAREER/	Y	40030	Y		40030		Y	OPA-LOCKA	FL			25.902317	-80.25033	8
2014	C	EMC CORPORATION	HOPKINTON	MA	1748		SENIOR SOFTWARE QUALITY ENGINEER	15-1199	COMPUTER OCCUPATIONS, ALL OTHER	Y	69056	Y		80550	120000	Y	SANTA CLARA	CA			37.354107	-121.95524	6
2012	C	INVAGEN PHARMACEUTICALS, INC.	HAUPPAUGE	NY	11788		MANUFACTURING CHEMIST	19-2031	CHEMISTS	Y	56659	Y		57000		Y	HAUPPAUGE	NY			40.825653	-73.202614	7
2016	C	NOVARTIS PHARMACEUTICALS CORPORATION	EAST HANOVER	NJ	7936	USA	PROGRAMMING SPECIALIST	15-1131	COMPUTER PROGRAMMERS		90938	Y		98000	0	Y	EAST HANOVER	NJ	N	N	40.8201	-74.364876	6
2015	C	WEIGEL & CO., PLLC	WEST DES MOINES	IA	50265	USA	STAFF ACCOUNTANT	13-2011	ACCOUNTANTS AND AUDITORS	Y	21.19	H	Level I	22		H	WEST DES MOINES	IA	N	N	41.577213	-93.711334	6
2011	C	CITICORP CREDIT SERVICES, INC. (USA)	NEW YORK	NY	10005		APPLICATIONS DEVELOPMENT SENIOR PROGRAMMER ANALYST	15-1131	COMPUTER PROGRAMMERS	Y	78770	Y		82000		Y	BLUE ASH	OH			39.232002	-84.37827	6
2015	C	APPLEXUS TECHNOLOGIES LLC	FEDERAL WAY	WA	98003	USA	PROGRAMMER ANALYST	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	51605	Y	Level I	72000		Y	HOUSTON	TX	Y	N	29.763283	-95.36327	6
2017	W	IBM CORPORATION	DURHAM	NC	27709	USA	TECHNOLOGY BUSINESS DEVELOPMENT SPECIALIST	41-9031	SALES ENGINEERS	Y	114920	Y	Level III	120000	153000	Y	YORKTOWN HEIGHTS	NY	N	N	41.270927	-73.77763	0
2017	C	IBLESOFT INC	DORAL	FL	33166	USA	SOFTWARE DEVELOPER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	66000	Y	Level I	66000	0	Y	WHIPPANY	NJ	Y	N	40.824543	-74.4171	7
2017	C	INFOSYS LIMITED	PLANO	TX	75024	USA	TECHNOLOGY LEAD - US	15-1121	COMPUTER SYSTEMS ANALYST	Y	76170	Y	Level II	84732	0	Y	ROSEMEAD	CA	Y	N	34.080566	-118.072845	4
2014	C	CORAXIS CORPORATION	COSTA MESA	CA	92626		COMPUTER PROGRAMMER  ANALYST	15-1121	COMPUTER SYSTEMS ANALYSTS	Y	62088	Y		72000		Y	COSTA MESA	CA			33.641132	-117.91867	7
2011	C	G&G INTERNATIONAL TRADING INC.	FORT LEE	NJ	7024		FINANCIAL ANALYST	13-2051.00	FINANCIAL ANALYSTS	N	29.78	H		29.78		H	FORT LEE	NJ			40.850933	-73.97014	6
2011	C	URS CORPORATION	DALLAS	TX	75207		GRADUATE CIVIL ENGINEER	17-2051.00	CIVIL ENGINEERS	Y	29.45	H		31.64		H	HOUSTON	TX			29.763283	-95.36327	7
2012	D	ONEGENE AMERICA INC.	LIVONIA	MI	48152		MECHANICAL ENGINEER	17-2141	MECHANICAL ENGINEERS	Y	67912	Y		51975		Y	LIVONIA	MI			42.36837	-83.35271	6
2012	C	HILTON WORLDWIDE, INC.	WASHINGTON	DC	20009		EVENT MANAGER	13-1121	MEETING, CONVENTION, AND EVENT PLANNERS*	Y	48526	Y		50000		Y	WASHINGTON	DC			38.89511	-77.03637	6
2011	C	MPHASIS CORPORATION	NEW YORK	NY	10016		BUSINESS DEVELOPMENT MANAGER	11-2021.00	MARKETING MANAGERS	Y	88026	Y		88026	120000	Y	NEW YORK	NY			40.761494	-73.98143	6
2016	C	ACCENTURE LLP	CHICAGO	IL	60601	USA	SOFTWARE ENGINEERING ASSOCIATE MANAGER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS		112632	Y		112632	0	Y	BOSTON	MA	N	N	42.35843	-71.05978	6
2016	C	DELOITTE CONSULTING LLP	PHILADELPHIA	PA	19103	USA	SENIOR CONSULTANT	15-2031	OPERATIONS RESEARCH ANALYSTS		52270	Y		83000	0	Y	DULUTH	GA	N	N	34.00288	-84.14464	6
2017	C	MICROSOFT CORPORATION	REDMOND	WA	98052	USA	SECURITY PROGRAM MANAGER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	106101	Y	Level II	128898	0	Y	REDMOND	WA	N	N	47.67399	-122.12151	6
2011	C	BRONX-LEBANON HOSPITAL CENTER	BRONX	NY	10457		PHYSICIAN IN A POST GRADUATE TRAINING PROGRAM	29-1069.99	PHYSICIANS AND SURGEONS, ALL OTHER	Y	58024	Y		58024		Y	RIDGEWOOD	NJ			40.979263	-74.11653	6
2017	C	ATI HOLDINGS LLC	BOLINGBROOK	IL	60440	USA	PHYSICAL THERAPIST	29-1123	PHYSICAL THERAPISTS	Y	59675	Y	Level I	72000	0	Y	MILLSBORO	DE	N	N	38.591503	-75.291306	6
2014	C	AMAZON CORPORATE LLC	SEATTLE	WA	98109		SOFTWARE DEVELOPMENT ENGINEER I	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	73174	Y		93000		Y	SEATTLE	WA			47.60621	-122.33207	6
2013	C	ERNST & YOUNG U.S. LLP	SECAUCUS	NJ	7094		ASSURANCE STAFF	13-2011	ACCOUNTANTS AND AUDITORS	Y	34757	Y		52000		Y	FORT SMITH	AR			35.385925	-94.398544	6
2012	CW	HEADSTRONG SERVICES LLC	RESTON	VA	20190		TECHNICAL MANAGER	15-1131	COMPUTER PROGRAMMERS	Y	96366	Y		100000		Y	JERSEY CITY	NJ			40.728157	-74.077644	6
2017	C	CCC INFORMATION SERVICES INC.	CHICAGO	IL	60654	USA	SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	71843	Y	Level II	71843	90000	Y	CHICAGO	IL	N	N	41.850033	-87.650055	6
2014	C	ASCENT SERVICES GROUP	WALNUT CREEK	CA	94597		CLINICAL SAFETY ASSOCIATE	19-1042	MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS	Y	32.94	H		35		H	WALNUT CREEK	CA			37.906315	-122.064964	7
2017	C	JPMORGAN CHASE &AMP; CO.	CHICAGO	IL	60603		SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	122429	Y		135000	0	Y	SAN FRANCISCO	CA	N	N	37.77493	-122.41942	6
2014	C	HERBALIFE INTERNATIONAL OF AMERICA, INC.	LOS ANGELES	CA	90502		SR. APPLICATIONS ANALYST (QUALITY)	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	97594	Y		104000		Y	WINSTON-SALEM	NC			36.09986	-80.24422	4
2014	C	HALLIBURTON ENERGY SERVICES, INC.	HOUSTON	TX	77042		TECHNICAL PROFESSIONAL LEADER - TECHNOLOGY	17-2112	INDUSTRIAL ENGINEERS	Y	104259	Y		107407		Y	CARROLLTON	TX			32.953735	-96.89028	7
2017	C	MORGAN STANLEY & CO LLC	NEW YORK	NY	10036	USA	VICE PRESIDENT	13-2051	FINANCIAL ANALYSTS	Y	154003	Y	Level IV	200000	0	Y	NEW YORK	NY	N	N	40.761494	-73.98143	4
2012	C	QUALCOMM ATHEROS, INC.	SAN JOSE	CA	95110		SENIOR SOFTWARE ENGINEER	15-1132	SOFTWARE DEVELOPERS, APPLICATIONS	Y	100984	Y		100984	130700	Y	SAN JOSE	CA			37.339386	-121.89496	6
2013	C	INTEL MOBILE COMMUNICATIONS NORTH AMERICA	SANTA CLARA	CA	95054		HARDWARE ENGINEER	17-2061	COMPUTER HARDWARE ENGINEERS	Y	121846	Y		121846	129500	Y	SANTA CLARA	CA			37.354107	-121.95524	6
