applicant_age,full_time_position,processing_time,wage_category_encoded,education_level_encoded,processing_office_NEBRASKA SERVICE CENTER,processing_office_POTOMAC SERVICE CENTER,processing_office_TEXAS SERVICE CENTER,processing_office_VERMONT SERVICE CENTER,applicant_country_CHINA,applicant_country_INDIA,applicant_country_MEXICO,applicant_country_PHILIPPINES,applicant_country_SOUTH KOREA,case_status_CW,case_status_D,case_status_W,season_Spring,season_Summer,season_Winter,occupation_category_ENGINEERING,occupation_category_FINANCE,occupation_category_IT,occupation_category_MEDICAL,occupation_category_OTHER
41.0,1,50,1,2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
52.0,1,32,2,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
38.0,1,33,1,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
52.0,1,16,0,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
37.0,1,46,1,1,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
28.0,1,13,2,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,1,26,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
49.0,0,24,1,2,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
37.0,1,60,1,3,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
51.0,0,44,2,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40.0,1,50,2,1,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
45.0,1,48,0,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
32.0,1,43,0,1,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False
29.0,1,35,1,2,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False
52.0,1,54,2,2,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
53.0,1,58,0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
54.0,1,18,0,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
23.0,1,44,0,1,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
43.0,1,45,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
51.0,1,22,2,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
41.0,1,41,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
41.0,1,56,1,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
34.0,1,24,1,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
57.0,1,15,1,3,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,1,60,2,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
54.0,1,33,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
53.0,0,56,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46.0,1,60,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
25.0,1,44,1,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
43.0,1,51,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
59.0,1,34,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27.0,1,51,1,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
48.0,1,10,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,1,50,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
42.0,1,34,0,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
53.0,1,26,1,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36.0,1,42,1,1,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
31.0,1,47,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
59.0,1,42,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
38.0,1,11,1,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40.0,1,47,0,1,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
56.0,1,36,1,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,1,50,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
30.0,0,49,1,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
32.0,1,20,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
47.0,1,42,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
34.0,0,52,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
45.0,1,37,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
29.0,1,19,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
41.0,1,11,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
29.0,1,38,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
47.0,1,30,2,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
59.0,1,31,0,3,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
45.0,1,36,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
49.0,1,23,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
41.0,0,37,1,2,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
53.0,1,36,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
33.0,1,22,0,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
44.0,1,26,1,2,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
54.0,0,12,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
53.0,1,16,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
40.0,1,44,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
25.0,1,43,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
41.0,1,17,1,3,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
25.0,1,11,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,0,31,2,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
55.0,1,40,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
24.0,1,17,2,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41.0,1,43,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
47.0,1,21,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
26.0,1,26,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
32.0,1,48,0,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
44.0,0,47,1,2,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
55.0,1,44,1,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31.0,1,13,1,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
38.0,1,23,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
41.0,1,26,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
53.0,1,22,2,3,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
34.0,1,11,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
50.0,1,50,2,2,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
36.0,1,49,2,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41.0,1,38,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
28.0,1,27,0,2,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
26.0,1,30,1,2,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
22.0,1,29,2,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
31.0,1,29,1,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,1,11,1,1,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
46.0,1,38,1,2,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
43.0,1,22,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,1,31,1,3,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
24.0,1,33,1,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
40.0,1,31,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28.0,1,21,1,2,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
42.0,1,22,1,2,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
46.0,1,14,1,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
23.0,0,17,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
46.0,1,27,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
31.0,1,37,1,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
51.0,1,56,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
28.0,1,58,0,3,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
26.0,1,47,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
59.0,1,22,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
33.0,1,58,1,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
59.0,1,44,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23.0,0,33,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
57.0,1,42,1,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
59.0,1,28,1,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
56.0,1,44,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
41.0,1,48,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
30.0,1,35,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
28.0,1,14,1,2,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True
45.0,1,26,1,1,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
50.0,1,22,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
28.0,1,31,1,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
58.0,1,59,1,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,1,25,0,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22.0,1,36,1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
57.0,1,23,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
53.0,1,43,1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
46.0,1,35,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44.0,0,51,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
53.0,1,16,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
50.0,1,15,1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
25.0,1,27,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
34.0,1,15,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
57.0,1,39,2,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45.0,1,39,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
22.0,1,16,2,1,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
36.0,1,45,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
29.0,1,18,2,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
32.0,1,60,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
46.0,1,33,0,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
30.0,1,51,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46.0,1,42,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
32.0,1,24,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
56.0,0,19,1,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
34.0,1,40,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29.0,0,56,1,2,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
48.0,1,23,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
27.0,1,17,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
55.0,1,32,1,1,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
26.0,1,43,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
31.0,1,32,1,3,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False
27.0,1,45,2,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
34.0,0,45,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
31.0,1,19,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
53.0,1,23,0,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
48.0,1,27,1,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
26.0,1,45,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40.0,1,27,0,1,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
44.0,1,41,1,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
38.0,1,55,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
29.0,1,16,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
34.0,1,13,1,1,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
41.0,1,53,2,3,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
57.0,1,54,1,2,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
26.0,1,42,2,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
40.0,1,51,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
36.0,1,21,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
55.0,1,10,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41.0,1,23,1,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
41.0,1,50,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
24.0,1,32,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
41.0,1,52,0,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
41.0,1,44,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
51.0,1,32,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,1,48,2,1,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
56.0,1,42,0,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
32.0,1,40,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
57.0,1,44,2,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
41.0,1,10,0,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
50.0,1,37,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
41.0,1,54,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
41.0,1,21,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40.0,1,40,1,1,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
27.0,1,59,0,2,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
42.0,1,48,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
25.0,1,44,0,1,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
30.0,1,33,1,2,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
30.0,1,18,1,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,1,38,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
58.0,1,43,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
51.0,1,11,1,2,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
28.0,1,19,0,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
43.0,1,47,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
52.0,1,20,2,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
51.0,1,44,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
41.0,1,21,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
59.0,1,27,1,2,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
41.0,1,45,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
23.0,1,24,1,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
36.0,1,17,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
36.0,1,58,1,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,0,46,2,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
24.0,1,31,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
48.0,1,14,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
59.0,1,13,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
58.0,1,31,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
50.0,1,26,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
51.0,1,44,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
31.0,0,28,1,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
33.0,1,38,0,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
56.0,1,17,2,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
40.0,1,52,2,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
29.0,1,40,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,1,44,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
41.0,1,16,1,2,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
59.0,1,16,1,2,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
41.0,1,37,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
40.0,1,53,2,2,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
41.0,1,21,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
54.0,1,42,1,2,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
41.0,1,56,1,1,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
55.0,1,40,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
27.0,1,46,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
54.0,0,12,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,1,27,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
47.0,1,40,1,1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
45.0,1,33,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
59.0,1,33,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38.0,1,57,1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
54.0,1,60,2,2,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
29.0,1,51,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
32.0,1,25,1,1,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
35.0,1,22,1,2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
37.0,1,25,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
52.0,1,14,0,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
52.0,1,16,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45.0,1,22,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
38.0,1,56,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
33.0,1,10,1,2,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
45.0,1,43,1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
33.0,1,26,1,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
33.0,1,35,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
40.0,1,33,1,1,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
40.0,1,26,0,3,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
57.0,1,31,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44.0,1,11,2,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
53.0,1,31,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
56.0,1,13,1,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
44.0,0,34,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
56.0,1,19,1,2,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
45.0,1,17,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
58.0,1,53,1,2,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
32.0,1,25,1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
41.0,1,32,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
41.0,1,10,1,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
31.0,1,14,2,1,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
41.0,1,24,1,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
25.0,1,47,1,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
47.0,1,14,1,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
41.0,1,54,1,1,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
56.0,1,40,1,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
41.0,1,19,1,2,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
38.0,1,54,1,2,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
31.0,1,21,1,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,1,26,2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
41.0,1,23,1,2,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
51.0,1,59,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
53.0,1,34,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
52.0,1,40,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
30.0,1,22,1,1,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
22.0,1,45,1,2,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
